DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,HML-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
15-16,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,09,374,62,40,8,6,34,2,374,62,40,8,6,34,2,, ,EC-12,
15-16,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,10,348,59,24,3,2,41,2,348,59,24,3,2,41,2,, ,EC-12,
15-16,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,11,406,55,25,4,2,35,2,406,55,25,4,2,35,2,, ,EC-12,
15-16,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,12,376,39,30,3,3,36,2,376,39,30,3,3,36,2,, ,EC-12,
15-16,02,Anoka                                        ,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT ,000, ,11,11,All Grades,4605,831,425,125,103,569,20,4692,845,427,125,103,656,20,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,EC,,,,,,,,110,,,,,110,,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,KG,484,138,34,55,55,57,4,484,138,34,55,55,57,4,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,01,463,159,34,71,70,42,2,463,159,34,71,70,42,2,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,02,509,166,35,47,46,49,2,509,166,35,47,46,49,2,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,03,489,149,32,76,72,53,3,489,149,32,76,72,53,3,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,04,469,169,31,72,66,67,2,469,169,31,72,66,67,2,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,05,401,129,27,29,28,40,3,401,129,27,29,28,40,3,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,06,428,141,24,26,26,52,5,428,141,24,26,26,52,5,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,07,406,140,35,30,28,57,2,406,140,35,30,28,57,2,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,08,403,132,33,27,25,40,2,403,132,33,27,25,40,2,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,09,415,144,34,43,42,50,3,415,144,34,43,42,50,3,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,10,430,160,36,16,16,35,3,430,160,36,16,16,35,3,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,11,367,123,34,21,21,50,2,367,123,34,21,21,50,2,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,12,413,122,27,22,21,52,,413,122,27,22,21,52,,, ,EC-12,
15-16,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,All Grades,5677,1872,416,535,516,644,33,5787,1872,416,535,516,754,33,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,EC,,,,,,,,100,56,5,,,100,4,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,KG,219,91,18,,,42,12,219,91,18,,,42,12,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,01,217,89,22,4,4,41,5,217,89,22,4,4,41,5,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,02,207,83,16,,,38,7,207,83,16,,,38,7,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,03,239,91,27,1,1,46,9,239,91,27,1,1,46,9,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,04,242,82,32,1,1,45,8,242,82,32,1,1,45,8,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,05,235,75,28,,,45,8,235,75,28,,,45,8,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,06,221,80,27,,,44,2,221,80,27,,,44,2,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,07,241,58,23,,,43,4,241,58,23,,,43,4,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,08,215,48,29,,,41,4,215,48,29,,,41,4,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,09,218,60,19,,,43,4,218,60,19,,,43,4,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,10,228,54,21,,,47,5,228,54,21,,,47,5,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,11,222,62,18,,,43,6,222,62,18,,,43,6,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,12,230,51,27,,,53,7,230,51,27,,,53,7,, ,EC-12,
15-16,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,04,All Grades,2934,924,307,6,6,571,81,3034,980,312,6,6,671,85,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,EC,,,,,,,,18,11,,,,18,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,KG,73,27,8,,,18,1,73,27,8,,,18,1,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,01,49,18,5,1,1,7,,49,18,5,1,1,7,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,02,77,27,10,,,8,,77,27,10,,,8,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,03,57,16,4,,,11,,57,16,4,,,11,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,04,74,25,16,1,1,15,,74,25,16,1,1,15,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,05,71,19,6,,,12,1,71,19,6,,,12,1,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,06,62,20,15,,,13,,62,20,15,,,13,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,07,75,18,13,,,13,,75,18,13,,,13,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,08,74,23,12,,,15,,74,23,12,,,15,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,09,66,20,10,,,14,,66,20,10,,,14,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,10,71,21,8,,,17,,71,21,8,,,17,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,11,62,22,11,,,17,,62,22,11,,,17,,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,12,77,18,8,,,11,1,77,18,8,,,11,1,, ,EC-12,
15-16,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,04,All Grades,888,274,126,2,2,171,3,906,285,126,2,2,189,3,, ,EC-12,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,KG,15,15,,,,3,,15,15,,,,3,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,01,9,9,,,,,,9,9,,,,,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,02,6,6,,,,1,,6,6,,,,1,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,03,8,8,,,,,,8,8,,,,,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,04,4,4,,,,1,,4,4,,,,1,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,05,7,6,,,,2,,7,6,,,,2,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,06,5,5,,,,2,,5,5,,,,2,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,07,3,3,,,,2,,3,3,,,,2,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,08,3,3,,,,2,,3,3,,,,2,,, ,KG-08,
15-16,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,01,04,All Grades,60,59,,,,13,,60,59,,,,13,,, ,KG-08,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,EC,,,,,,,,145,80,13,,,145,,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,KG,401,190,38,,,73,4,401,190,38,,,73,4,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,01,403,179,39,,,53,3,403,179,39,,,53,3,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,02,443,197,50,,,56,7,443,197,50,,,56,7,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,03,412,181,38,2,2,56,5,412,181,38,2,2,56,5,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,04,391,176,47,3,2,60,8,391,176,47,3,2,60,8,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,05,392,159,32,2,2,59,,392,159,32,2,2,59,,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,06,338,129,27,1,1,40,2,338,129,27,1,1,40,2,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,07,374,142,39,1,1,62,2,374,142,39,1,1,62,2,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,08,354,128,42,1,1,66,3,354,128,42,1,1,66,3,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,09,404,147,44,,,71,3,404,147,44,,,71,3,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,10,393,139,32,1,1,82,4,393,139,32,1,1,82,4,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,11,378,110,32,1,,61,4,378,110,32,1,,61,4,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,12,407,108,43,1,1,65,4,407,108,43,1,1,65,4,, ,EC-12,
15-16,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,02,All Grades,5090,1985,503,13,11,804,49,5235,2065,516,13,11,949,49,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,EC,,,,,,,,9,6,,,,9,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,KG,41,22,12,,,6,,41,22,12,,,6,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,01,50,19,8,1,1,4,,50,19,8,1,1,4,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,02,50,22,7,,,13,,50,22,7,,,13,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,03,45,19,9,,,9,,45,19,9,,,9,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,04,38,18,4,,,6,,38,18,4,,,6,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,05,58,29,12,1,1,14,,58,29,12,1,1,14,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,06,52,20,10,,,8,,52,20,10,,,8,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,07,46,26,4,,,8,1,46,26,4,,,8,1,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,08,50,28,10,,,11,2,50,28,10,,,11,2,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,09,56,20,15,,,6,1,56,20,15,,,6,1,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,10,51,26,6,,,13,2,51,26,6,,,13,2,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,11,45,18,10,,,7,1,45,18,10,,,7,1,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,12,51,17,9,,,11,,51,17,9,,,11,,, ,EC-12,
15-16,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,All Grades,633,284,116,2,2,116,7,642,290,116,2,2,125,7,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,,,,,,,,2,,1,,,2,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,23,15,4,,,7,,23,15,4,,,7,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,16,9,2,,,2,,16,9,2,,,2,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,23,16,2,,,3,,23,16,2,,,3,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,22,13,6,,,6,,22,13,6,,,6,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,27,15,8,,,7,,27,15,8,,,7,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,23,15,5,,,8,,23,15,5,,,8,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,23,12,5,,,3,,23,12,5,,,3,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,14,8,3,,,3,,14,8,3,,,3,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,22,11,5,,,1,,22,11,5,,,1,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,15,14,1,,,5,,15,14,1,,,5,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,18,10,5,,,3,,18,10,5,,,3,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,15,10,2,,,2,,15,10,2,,,2,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,15,10,1,,,1,,15,10,1,,,1,,, ,EC-12,
15-16,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,256,158,49,,,51,,258,158,50,,,53,,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,,,,,,,,64,50,,,,64,,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,149,136,,,,27,32,149,136,,,,27,32,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,186,164,4,,,36,26,186,164,4,,,36,26,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,159,137,4,,,24,30,159,137,4,,,24,30,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,135,116,2,,,25,21,135,116,2,,,25,21,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,125,103,4,,,9,14,125,103,4,,,9,14,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,117,106,4,,,27,10,117,106,4,,,27,10,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,88,76,4,,,11,13,88,76,4,,,11,13,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,114,100,2,,,14,9,114,100,2,,,14,9,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,84,72,7,,,14,10,84,72,7,,,14,10,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,81,65,4,,,11,11,81,65,4,,,11,11,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,81,57,4,,,8,5,81,57,4,,,8,5,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,76,49,4,,,12,,76,49,4,,,12,,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,75,50,5,,,14,2,75,50,5,,,14,2,, ,EC-12,
15-16,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,1470,1231,48,,,232,183,1534,1281,48,,,296,183,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,EC,,,,,,,,81,26,6,,,81,,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,KG,354,103,35,7,7,62,3,354,103,35,7,7,62,3,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,01,339,111,22,1,1,57,5,339,111,22,1,1,57,5,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,02,347,98,29,5,5,44,6,347,98,29,5,5,44,6,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,03,307,96,31,1,1,43,6,307,96,31,1,1,43,6,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,04,350,104,23,4,4,64,4,350,104,23,4,4,64,4,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,05,306,90,32,4,4,46,3,306,90,32,4,4,46,3,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,06,312,74,36,4,4,49,2,312,74,36,4,4,49,2,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,07,347,92,30,,,56,3,347,92,30,,,56,3,, ,EC-12,
15-16,05,Benton                                       ,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    ,000, ,07,07W,08,345,84,33,4,4,60,2,345,84,33,4,4,60,2,, ,EC-12,
