districtNumber,districtType,districtName,year,percentIdentified
2711,01,MESABI EAST SCHOOL DISTRICT,2012,0.00340522133938706
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2012,0.030267753201397
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2012,0.253138075313808
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2012,0.002
2769,01,MORRIS AREA PUBLIC SCHOOLS,2012,NA
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2012,0.003690036900369
2835,01,JANESVILLE-WALDORF-PEMBERTON,2012,NA
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2012,0.02875
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2012,0.020952380952381
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2012,NA
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2012,0.0533807829181495
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2012,0.037797863599014
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2012,NA
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2012,NA
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2012,NA
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2012,NA
2890,01,RENVILLE COUNTY WEST SCHOOL DISTRICT,2012,0.0963391136801541
2895,01,JACKSON COUNTY CENTRAL SCHOOL DISTRICT,2012,0.00688468158347676
2897,01,REDWOOD AREA SCHOOL DISTRICT,2012,0.00794351279788173
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2012,0.202105263157895
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2012,0.0375647668393782
2902,01,RTR PUBLIC SCHOOLS,2012,0.00544464609800363
2903,01,ORTONVILLE PUBLIC SCHOOLS,2012,NA
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2012,0.126598465473146
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2012,NA
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCHOOLS,2012,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2012,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2012,NA
4000,07,CITY ACADEMY,2012,NA
4001,07,BLUFFVIEW MONTESSORI,2012,NA
4003,07,"NEW HEIGHTS SCHOOL, INC.",2012,NA
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2012,0.482517482517482
4005,07,METRO DEAF SCHOOL,2012,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2012,NA
4008,07,PACT CHARTER SCHOOL,2012,NA
4011,07,ATHLOS LEADERSHIP ACADEMY,2012,0.420792079207921
4015,07,COMMUNITY OF PEACE ACADEMY,2012,0.292181069958848
4016,07,WORLD LEARNER CHARTER SCHOOL,2012,NA
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2012,0.0484756097560976
4018,07,ACHIEVE LANGUAGE ACADEMY,2012,0.576642335766423
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2012,0.00252100840336134
4025,07,CYBER VILLAGE ACADEMY,2012,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2012,NA
4027,07,HIGHER GROUND ACADEMY,2012,0.131884057971014
4029,07,ST. PAUL CITY SCHOOL,2012,0.629518072289157
4031,07,JENNINGS COMMUNITY SCHOOL,2012,NA
4035,07,LIFE PREP,2012,0.111111111111111
4036,07,FACE TO FACE ACADEMY,2012,NA
4038,07,SOJOURNER TRUTH ACADEMY,2012,0.180232558139535
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2012,NA
4043,07,MATH AND SCIENCE ACADEMY,2012,0.00785340314136126
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2012,NA
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2012,NA
4053,07,NORTH LAKES ACADEMY,2012,NA
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2012,NA
4055,07,NERSTRAND CHARTER SCHOOL,2012,NA
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2012,NA
4057,07,EL COLEGIO CHARTER SCHOOL,2012,0.449275362318841
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2012,NA
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2012,NA
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2012,NA
4066,07,KATO PUBLIC CHARTER SCHOOL,2012,NA
4067,07,AURORA CHARTER SCHOOL,2012,0.97
4068,07,EXCELL ACADEMY CHARTER,2012,0.181818181818182
4070,07,HOPE COMMUNITY ACADEMY,2012,0.619686800894855
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2012,0.809384164222874
4074,07,AFSA HIGH SCHOOL,2012,NA
4075,07,AVALON SCHOOL,2012,0.0317460317460317
4078,07,TWIN CITIES INTERNATIONAL SCHOOLS,2012,0.877437325905292
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2012,NA
4080,07,PILLAGER AREA CHARTER SCHOOL,2012,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2012,0.105263157894737
4082,07,BLUESKY CHARTER SCHOOL,2012,NA
4083,07,RIDGEWAY COMMUNITY SCHOOL,2012,0.0111111111111111
4084,07,NORTH SHORE COMMUNITY SCHOOL,2012,0.003125
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2012,NA
4087,07,SAGE ACADEMY CHARTER SCHOOL,2012,0.139240506329114
4088,07,URBAN ACADEMY CHARTER SCHOOL,2012,0.129139072847682
4089,07,NEW CITY SCHOOL,2012,0.0683760683760684
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2012,NA
4091,07,ARCADIA CHARTER SCHOOL,2012,NA
4092,07,WATERSHED HIGH SCHOOL,2012,NA
4093,07,NEW CENTURY ACADEMY,2012,NA
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2012,NA
4097,07,"PARTNERSHIP ACADEMY, INC.",2012,0.864341085271318
4098,07,NOVA CLASSICAL ACADEMY,2012,0.00435413642960813
4100,07,GREAT EXPECTATIONS,2012,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2012,NA
4103,07,HMONG COLLEGE PREP ACADEMY,2012,0.352048558421851
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2012,NA
4105,07,GREAT RIVER SCHOOL,2012,0.046594982078853
4106,07,TREKNORTH HIGH SCHOOL,2012,NA
4107,07,VOYAGEURS EXPEDITIONARY,2012,NA
4110,07,PIM ARTS HIGH SCHOOL,2012,NA
4111,07,AUGSBURG FAIRVIEW ACADEMY,2012,0.00769230769230769
4112,07,ST. PAUL CONSERVATORY PERFORMING ARTS,2012,NA
4113,07,SPERO ACADEMY,2012,NA
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2012,NA
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2012,NA
4119,07,ACADEMIC ARTS HIGH SCHOOL,2012,NA
4120,07,ST. CROIX PREPARATORY ACADEMY,2012,0.00793650793650794
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2012,0.265151515151515
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2012,NA
4124,07,BEACON ACADEMY,2012,0.0247524752475248
4126,07,PRAIRIE SEEDS ACADEMY,2012,0.509210526315789
4127,07,TEAM ACADEMY,2012,0.0135135135135135
4131,07,METRO SCHOOLS CHARTER,2012,0.968
4132,07,TWIN CITIES ACADEMY,2012,0.0128205128205128
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2012,0.995555555555556
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2012,NA
4139,07,LOVEWORKS ACADEMY FOR ARTS,2012,NA
4140,07,YINGHUA ACADEMY,2012,0.0184331797235023
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2012,NA
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2012,NA
4144,07,GREEN ISLE COMMUNITY SCHOOL,2012,NA
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2012,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2012,NA
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2012,NA
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2012,NA
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2012,0.0335820895522388
4153,07,DUGSI ACADEMY,2012,0.496710526315789
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2012,NA
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2012,0.00705882352941176
4160,07,SPECTRUM HIGH SCHOOL,2012,NA
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2012,NA
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2012,NA
4164,07,LAURA JEFFREY ACADEMY CHARTER,2012,NA
4166,07,EAST RANGE ACADEMY OF TECHNOLOGY AND SCIENCE,2012,NA
4167,07,INTERNATIONAL SPANISH LANGUAGE ACADEMY,2012,NA
4168,07,GLACIAL HILLS ELEMENTARY,2012,NA
4169,07,STONEBRIDGE WORLD SCHOOL,2012,0.149532710280374
4170,07,HIAWATHA ACADEMIES,2012,0.212471131639723
4171,07,NOBLE ACADEMY,2012,0.7625
4172,07,CLARKFIELD CHARTER SCHOOL,2012,NA
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2012,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2012,0.929292929292929
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2012,0.892215568862275
4183,07,LIONSGATE ACADEMY,2012,NA
4184,07,ASPEN ACADEMY,2012,0.0504451038575668
4185,07,DAVINCI ACADEMY,2012,0.0171149144254279
4186,07,GLOBAL ACADEMY,2012,0.557971014492754
4187,07,NATURAL SCIENCE ACADEMY,2012,0.0338983050847458
4188,07,COLOGNE ACADEMY,2012,0.00980392156862745
4189,07,BRIGHT WATER ELEMENTARY,2012,0.0350877192982456
4190,07,RIVERS EDGE ACADEMY,2012,NA
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2012,NA
4192,07,BEST ACADEMY,2012,0.517110266159696
4193,07,COLLEGE PREPARATORY ELEMENTARY,2012,0.766666666666667
4194,07,CANNON RIVER STEM SCHOOL,2012,0.0353982300884956
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2012,NA
4198,07,DISCOVERY WOODS,2012,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCHOOL,2012,0.0056657223796034
4200,07,STEP ACADEMY CHARTER SCHOOL,2012,0.442307692307692
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2012,0.383333333333333
4204,07,ROCHESTER STEM ACADEMY,2012,0.873015873015873
4205,07,HENNEPIN ELEMENTARY SCHOOL,2012,NA
4207,07,VERMILION COUNTRY SCHOOL,2012,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2012,NA
4209,07,MASTERY SCHOOL,2012,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2012,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2012,NA
4213,07,PRODEO ACADEMY,2012,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2012,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2012,NA
4218,07,VENTURE ACADEMY,2012,NA
4219,07,NORTHEAST COLLEGE PREP,2012,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2012,NA
4221,07,DISCOVERY CHARTER SCHOOL,2012,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEMY CHARTER SCHOOL,2012,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER SCHOOL,2012,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2012,NA
4226,07,BDOTE LEARNING CENTER,2012,NA
4227,07,ART AND SCIENCE ACADEMY,2012,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2012,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE ACADEMY,2012,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING ACADEMY,2012,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2012,NA
4232,07,SUCCESS ACADEMY,2012,NA
4233,07,LEVEL UP ACADEMY,2012,NA
4237,07,CAREER PATHWAYS,2012,NA
4238,07,ROCHESTER BEACON ACADEMY,2012,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2012,NA
4240,07,NEW CENTURY SCHOOL,2012,NA
4243,07,NORTH METRO FLEX ACADEMY,2012,NA
4244,07,FIT ACADEMY,2012,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2012,NA
4253,07,PHOENIX ACADEMY CHARTER SCHOOL,2012,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2012,NA
4255,07,SKYLINE MATH AND SCIENCE ACADEMY,2012,NA
4261,07,SCITECH ACADEMY CHARTER SCHOOL,2012,NA
4264,07,GATEWAY STEM ACADEMY,2012,NA
4265,07,MINNESOTA WILDFLOWER MONTESSORI SCHOOL,2012,NA
6004,61,FRESHWATER EDUCATION DISTRICT,2012,NA
6009,61,ST. CROIX RIVER EDUCATION DISTRICT,2012,NA
6012,61,ZUMBRO EDUCATION DISTRICT,2012,NA
6013,61,HIAWATHA VALLEY EDUCATION DISTRICT,2012,NA
6014,61,RUNESTONE AREA EDUCATION DISTRICT,2012,NA
6018,61,MINNESOTA RIVER VALLEY EDUCATION DISTRICT,2012,NA
6026,61,WEST CENTRAL EDUCATION DISTRICT,2012,NA
6027,61,MINNESOTA VALLEY EDUCATION DISTRICT,2012,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2012,NA
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2012,NA
6074,50,CENTRAL MINNESOTA JOINT POWERS DISTRICT,2012,0.02
6076,50,NORTHLAND LEARNING CENTER,2012,NA
6079,52,RUM RIVER SPECIAL EDUCATION COOPERATIVE,2012,NA
6083,52,SOUTHERN MINNESOTA EDUCATION CONSORTIUM,2012,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECIAL EDUCATION COOPERATIVE,2012,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COOPERATIVE,2012,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUCATION COOPERATIVE (AALASEC),2012,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2012,NA
6383,61,BENTON-STEARNS EDUCATION DISTRICT,2012,NA
6979,61,MID STATE EDUCATION DISTRICT,2012,NA
0000,01,Minneapolis-St. Paul International Airport,2012,NA
2759,01,Eagle Valley,2012,NA
0323,02,Franconia,2012,NA
0815,02,Prinsburg,2012,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2011,0.00151860288534548
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2011,0.2128087138863
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2011,NA
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2011,NA
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DISTRICT,2011,0.0651162790697674
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,2011,0.0649005267733852
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2011,0.0137441474097568
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,2011,0.259779338014042
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2011,0.148862853204686
0015,01,ST. FRANCIS AREA SCHOOLS,2011,0.0290566037735849
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2011,0.111540024380333
0022,01,DETROIT LAKES PUBLIC SCHOOL DISTRICT,2011,0.00350262697022767
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DISTRICT,2011,0.0043525571273123
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2011,NA
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2011,0.000979240109674892
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2011,0.00156494522691706
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2011,NA
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2011,0.0603015075376884
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2011,0.00474433315761729
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2011,0.00113314447592068
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2011,NA
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2011,0.045568949529739
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2011,0.0182926829268293
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2011,0.0626003210272873
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2011,0.0137693631669535
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2011,0.0160642570281124
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2011,NA
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2011,NA
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2011,NA
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2011,NA
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2011,0.00139082058414465
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2011,NA
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2011,NA
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2011,0.0238095238095238
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2011,0.0089179548156956
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DISTRICT,2011,0.00739827373612824
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOLS,2011,0.0560624381664285
0113,01,WALKER-HACKENSACK-AKELEY SCHOOL DISTRICT,2011,0.00365853658536585
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2011,NA
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2011,NA
0118,01,NORTHLAND COMMUNITY SCHOOLS,2011,NA
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2011,0.0506706408345753
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2011,0.011353711790393
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2011,0.00552486187845304
0146,01,BARNESVILLE PUBLIC SCHOOL DISTRICT,2011,NA
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2011,0.0613362541073384
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2011,0.068463219227968
0160,70,MINNESOTA STATE ACADEMIES,2011,NA
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2011,NA
0166,01,COOK COUNTY PUBLIC SCHOOLS,2011,NA
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2011,0.129237288135593
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2011,0.0809426229508197
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2011,0.000298195914715968
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DISTRICT,2011,0.000830564784053156
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2011,NA
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2011,0.15193063816917
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2011,0.0385733966018674
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2011,0.0275401069518717
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2011,NA
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2011,0.0499345359324993
0197,01,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN,2011,0.103884572697003
0199,01,INVER GROVE HEIGHTS SCHOOLS,2011,0.0612244897959184
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2011,0.0147184300341297
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2011,0.0277777777777778
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2011,0.0117868929750118
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2011,0.00231898995104355
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2011,0.00121802679658952
0227,01,CHATFIELD PUBLIC SCHOOLS,2011,0.00339366515837104
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2011,NA
0238,01,MABEL-CANTON PUBLIC SCHOOL DISTRICT,2011,NA
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2011,NA
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2011,0.0700833590614387
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2011,NA
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2011,0.00494641384995878
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2011,0.0612855007473842
0255,01,PINE ISLAND PUBLIC SCHOOL DISTRICT,2011,0.00328677074774034
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2011,0.0224325271643884
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2011,NA
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2011,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2011,0.065521978021978
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2011,0.11373949985517
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2011,0.0573686371100164
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2011,0.0284508740204943
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2011,0.0172393977703712
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2011,0.0040394973070018
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2011,0.0137085137085137
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2011,0.0922966162706984
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2011,0.307580527972875
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2011,0.112662013958126
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2011,0.0512820512820513
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DISTRICT,2011,0.0878651685393258
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2011,0.0188264525993884
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2011,0.141497187364777
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 288,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 289,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 290,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 291,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 292,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 293,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 294,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 295,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 296,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 297,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 298,2011,0.0304536979490367
0287,06,INTERMEDIATE SCHOOL DISTRICT 299,2011,0.0304536979490367
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2011,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2011,0.000519210799584631
0297,01,SPRING GROVE SCHOOL DISTRICT,2011,NA
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2011,NA
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2011,NA
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2011,NA
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2011,NA
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2011,NA
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2011,0.0119825708061002
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2011,0.000919117647058824
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2011,NA
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2011,0.000255232261357836
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2011,NA
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2011,0.153153153153153
0332,01,MORA PUBLIC SCHOOL DISTRICT,2011,NA
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2011,0.00526315789473684
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2011,0.00473292765382015
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2011,0.148320666830105
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2011,NA
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2011,0.00465116279069767
0362,01,LITTLEFORK-BIG FALLS SCHOOL DISTRICT,2011,NA
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2011,NA
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2011,0.00580270793036751
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DISTRICT,2011,NA
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2011,NA
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2011,NA
0397,52,LAKE AGASSIZ EDUCATION COOPERATIVE,2011,NA
0398,52,MIDWEST SPECIAL EDUCATION COOPERATIVE,2011,NA
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2011,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2011,NA
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2011,NA
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2011,0.110712684894666
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2011,0.048728813559322
0415,01,LYND PUBLIC SCHOOL DISTRICT,2011,0.336206896551724
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2011,0.0215198386012105
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DISTRICT,2011,0.0824742268041237
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2011,NA
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,2011,NA
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2011,NA
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2011,NA
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2011,0.03125
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2011,0.00332594235033259
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2011,0.0208333333333333
0466,01,DASSEL-COKATO PUBLIC SCHOOL DISTRICT,2011,0.00480559196155526
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2011,NA
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2011,0.00262237762237762
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2011,NA
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2011,0.00694728238659583
0484,01,PERZ PUBLIC SCHOOL DISTRICT,2011,0.00372093023255814
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2011,NA
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2011,NA
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2011,NA
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2011,0.130463723097404
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2011,0.0027027027027027
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2011,NA
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2011,0.00970873786407767
