districtNumber,districtType,districtName,year,totalStudents,totalTeachers,studentTeacherRatio
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2008,3612,154.56,23.369565217391305
4018,07,ACHIEVE LANGUAGE ACADEMY,2008,810,60.14,13.468573328899234
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2008,1628,116.36,13.991062220694397
4025,07,CYBER VILLAGE ACADEMY,2008,230,13.540000000000001,16.986706056129982
4026,07,E.C.H.O. CHARTER SCHOOL,2008,348,37.42,9.299839657936932
4027,07,HIGHER GROUND ACADEMY,2008,1028,47.2,21.779661016949152
4029,07,ST. PAUL CITY SCHOOL,2008,616,61.980000000000004,9.93868989996773
4031,07,JENNINGS COMMUNITY SCHOOL,2008,148,9.98,14.829659318637274
4032,07,HARVEST PREPARATORY SCHOOL,2008,1004,60,16.733333333333334
4035,07,LIFE PREP,2008,456,36.2,12.596685082872927
4036,07,FACE TO FACE ACADEMY,2008,130,8.14,15.970515970515969
4038,07,SOJOURNER TRUTH ACADEMY,2008,522,40,13.05
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2008,352,14,25.142857142857142
4043,07,MATH AND SCIENCE ACADEMY,2008,624,37.02,16.85575364667747
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2008,294,16.720000000000002,17.583732057416267
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2008,156,14.58,10.699588477366255
4053,07,NORTH LAKES ACADEMY,2008,358,26.52,13.499245852187029
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2008,106,10,10.6
4055,07,NERSTRAND CHARTER SCHOOL,2008,312,16.68,18.705035971223023
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2008,234,21.6,10.833333333333332
4057,07,EL COLEGIO CHARTER SCHOOL,2008,200,14.6,13.698630136986301
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2008,308,25.740000000000002,11.965811965811964
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2008,212,18.18,11.66116611661166
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2008,174,18.14,9.592061742006615
4066,07,KATO PUBLIC CHARTER SCHOOL,2008,174,19.22,9.053069719042664
4067,07,AURORA CHARTER SCHOOL,2008,580,31.8,18.238993710691823
4068,07,EXCELL ACADEMY CHARTER,2008,640,46.68,13.710368466152527
4070,07,HOPE COMMUNITY ACADEMY,2008,910,66.28,13.729631864815932
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2008,572,36.8,15.543478260869566
4074,07,AFSA HIGH SCHOOL,2008,410,27.279999999999998,15.029325513196483
4075,07,AVALON SCHOOL,2008,382,26.459999999999997,14.436885865457295
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2008,1114,78,14.282051282051283
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2008,676,42,16.095238095238095
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2008,228,14,16.285714285714285
4080,07,PILLAGER AREA CHARTER SCHOOL,2008,90,8,11.25
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2008,94,11.4,8.24561403508772
4082,07,BLUESKY CHARTER SCHOOL,2008,1182,88,13.431818181818182
4083,07,RIDGEWAY COMMUNITY SCHOOL,2008,136,16.54,8.22249093107618
4084,07,NORTH SHORE COMMUNITY SCHOOL,2008,560,35.7,15.686274509803921
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2008,436,30.86,14.128321451717435
4087,07,SAGE ACADEMY CHARTER SCHOOL,2008,124,14.12,8.78186968838527
4088,07,URBAN ACADEMY CHARTER SCHOOL,2008,522,34,15.352941176470589
4089,07,NEW CITY SCHOOL,2008,242,17.98,13.459399332591769
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2008,240,15.940000000000001,15.056461731493098
4091,07,ARCADIA CHARTER SCHOOL,2008,240,20.54,11.684518013631939
4092,07,WATERSHED HIGH SCHOOL,2008,166,15.719999999999999,10.559796437659033
4093,07,NEW CENTURY ACADEMY,2008,298,22.24,13.399280575539569
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2008,242,13,18.615384615384617
4097,07,"PARTNERSHIP ACADEMY, INC.",2008,514,44,11.681818181818182
4098,07,NOVA CLASSICAL ACADEMY,2008,712,47.12,15.110356536502547
4100,07,GREAT EXPECTATIONS,2008,94,10.379999999999999,9.055876685934491
4102,07,MINNESOTA INTERNSHIP CENTER,2008,848,55.260000000000005,15.345638798407526
4103,07,HMONG COLLEGE PREP ACADEMY,2008,880,60.1,14.642262895174708
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2008,384,18.38,20.89227421109902
4105,07,GREAT RIVER SCHOOL,2008,424,29.459999999999997,14.392396469789546
4106,07,TREKNORTH HIGH SCHOOL,2008,318,24.34,13.064913722267871
4107,07,VOYAGEURS EXPEDITIONARY,2008,142,15.88,8.942065491183879
4110,07,PIM ARTS HIGH SCHOOL,2008,444,30,14.8
4111,07,AUGSBURG FAIRVIEW ACADEMY,2008,168,13.06,12.863705972434916
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2008,696,48.94,14.221495709031467
4113,07,SPERO ACADEMY,2008,144,23.459999999999997,6.138107416879796
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2008,888,44,20.181818181818183
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2008,486,32,15.1875
4119,07,ACADEMIC ARTS HIGH SCHOOL,2008,166,10,16.6
4120,07,ST. CROIX PREPARATORY ACADEMY,2008,878,51.84,16.936728395061728
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2008,576,37.6,15.319148936170212
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2008,582,27.16,21.428571428571427
4124,07,BEACON ACADEMY,2008,516,29.259999999999998,17.634996582365005
4126,07,PRAIRIE SEEDS ACADEMY,2008,690,43,16.046511627906977
4127,07,TEAM ACADEMY,2008,272,15.78,17.23700887198986
4131,07,METRO SCHOOLS CHARTER,2008,404,25.36,15.930599369085174
4132,07,TWIN CITIES ACADEMY,2008,160,14.379999999999999,11.126564673157164
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2008,282,18,15.666666666666666
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2008,282,15.44,18.264248704663213
4138,07,MILROY AREA CHARTER SCHOOL,2008,102,10.7,9.532710280373832
4139,07,LOVEWORKS ACADEMY FOR ARTS,2008,724,28.1,25.765124555160142
4140,07,YINGHUA ACADEMY,2008,288,16.08,17.910447761194032
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2008,536,41.2,13.009708737864077
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2008,752,60,12.533333333333333
4144,07,GREEN ISLE COMMUNITY SCHOOL,2008,168,12.04,13.953488372093025
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2008,92,9.8,9.387755102040815
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2008,188,15.1,12.450331125827814
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2008,236,16.96,13.915094339622641
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2008,164,13.12,12.5
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2008,252,13.5,18.666666666666668
4153,07,DUGSI ACADEMY,2008,402,33.559999999999995,11.978545887961861
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2008,152,20.479999999999997,7.421875000000001
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2008,534,32,16.6875
4160,07,SPECTRUM HIGH SCHOOL,2008,236,22.76,10.369068541300527
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2008,220,7.46,29.490616621983914
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2008,188,13,14.461538461538462
4163,07,LEARNING FOR LEADERSHIP CHARTER,2008,334,26.740000000000002,12.490650710545998
4164,07,LAURA JEFFREY ACADEMY CHARTER,2008,NA,NA,NA
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2008,148,12.68,11.67192429022082
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2008,142,8.4,16.904761904761905
4168,07,GLACIAL HILLS ELEMENTARY,2008,164,14,11.714285714285714
4169,07,STONEBRIDGE WORLD SCHOOL,2008,266,16.78,15.852205005959474
4170,07,HIAWATHA ACADEMIES,2008,290,14,20.714285714285715
4171,07,NOBLE ACADEMY,2008,426,24,17.75
4172,07,CLARKFIELD CHARTER SCHOOL,2008,122,16,7.625
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2008,166,18.02,9.211986681465039
4178,07,LINCOLN INTERNATIONAL SCHOOL,2008,316,24,13.166666666666666
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2008,352,32,11
4183,07,LIONSGATE ACADEMY,2008,NA,NA,NA
4184,07,ASPEN ACADEMY,2008,NA,NA,NA
4185,07,DAVINCI ACADEMY,2008,NA,NA,NA
4186,07,GLOBAL ACADEMY,2008,NA,NA,NA
4187,07,NATURAL SCIENCE ACADEMY,2008,NA,NA,NA
4188,07,COLOGNE ACADEMY,2008,NA,NA,NA
4189,07,BRIGHT WATER ELEMENTARY,2008,NA,NA,NA
4190,07,RIVERS EDGE ACADEMY,2008,NA,NA,NA
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2008,NA,NA,NA
4192,07,BEST ACADEMY,2008,NA,NA,NA
4193,07,COLLEGE PREPARATORY ELEMENTARY,2008,NA,NA,NA
4194,07,CANNON RIVER STEM SCHOOL,2008,NA,NA,NA
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2008,NA,NA,NA
4198,07,DISCOVERY WOODS,2008,NA,NA,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2008,NA,NA,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2008,NA,NA,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2008,NA,NA,NA
4204,07,ROCHESTER STEM ACADEMY,2008,NA,NA,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2008,NA,NA,NA
4207,07,VERMILION COUNTRY SCHOOL,2008,NA,NA,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2008,NA,NA,NA
4209,07,MASTERY SCHOOL,2008,NA,NA,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2008,NA,NA,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2008,NA,NA,NA
4213,07,PRODEO ACADEMY,2008,NA,NA,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2008,NA,NA,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2008,NA,NA,NA
4218,07,VENTURE ACADEMY,2008,NA,NA,NA
4219,07,NORTHEAST COLLEGE PREP,2008,NA,NA,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2008,NA,NA,NA
4221,07,DISCOVERY CHARTER SCHOOL,2008,NA,NA,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2008,NA,NA,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2008,NA,NA,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2008,NA,NA,NA
4226,07,BDOTE LEARNING CENTER,2008,NA,NA,NA
4227,07,ART AND SCIENCE ACADEMY,2008,NA,NA,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2008,NA,NA,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2008,NA,NA,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2008,NA,NA,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2008,NA,NA,NA
4232,07,SUCCESS ACADEMY,2008,NA,NA,NA
4233,07,LEVEL UP ACADEMY,2008,NA,NA,NA
4237,07,CAREER PATHWAYS,2008,NA,NA,NA
4238,07,ROCHESTER BEACON ACADEMY,2008,NA,NA,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2008,NA,NA,NA
4240,07,NEW CENTURY SCHOOL,2008,NA,NA,NA
4243,07,NORTH METRO FLEX ACADEMY,2008,NA,NA,NA
4244,07,FIT ACADEMY,2008,NA,NA,NA
4246,07,BIG PICTURE TWIN CITIES,2008,NA,NA,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2008,NA,NA,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2008,NA,NA,NA
6004,61,FRESHWATER ED. DIST.,2008,524,54.58,9.60058629534628
6012,61,ZUMBRO EDUCATION DISTRICT,2008,232,30.76,7.542262678803641
6013,61,HIAWATHA VALLEY ED. DISTRICT,2008,298,32.94,9.04675166970249
6014,61,RUNESTONE AREA ED. DISTRICT,2008,246,18.4,13.369565217391305
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2008,250,20.82,12.007684918347742
6026,61,WEST CENTRAL EDUCATION DISTRICT,2008,92,9.48,9.70464135021097
6027,61,MN VALLEY EDUCATION DISTRICT,2008,72,16.14,4.4609665427509295
6049,61,RIVER BEND EDUCATION DISTRICT,2008,290,30.94,9.372979961215256
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2008,126,25.459999999999997,4.948939512961509
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2008,82,NA,NA
6076,50,NORTHLAND LEARNING CENTER,2008,194,28.34,6.8454481298518
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2008,NA,NA,NA
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2008,NA,NA,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2008,NA,NA,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2008,NA,NA,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2008,NA,NA,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2008,NA,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2008,130,32.46,4.004929143561306
6979,61,MID STATE EDUCATION DISTRICT,2008,58,14.48,4.005524861878453
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2007,2670,164.73999999999998,16.20735704746874
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2007,74066,4557.46,16.251596283894976
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2007,632,55.36,11.416184971098266
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2007,866,75.78,11.427817366059646
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2007,6492,412.88,15.723696957953885
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2007,82620,5035.96,16.406007990532093
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2007,14070,778.42,18.075075152231445
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2007,5886,423.44,13.90043453617986
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2007,5380,335.62,16.030033966986473
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2007,11986,703.9599999999999,17.02653559861356
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2007,9226,556.54,16.577424803248643
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2007,5516,372.12,14.823175319789316
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2007,2082,139.64,14.909767974792324
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2007,140,26,5.384615384615385
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2007,9694,676.56,14.328367033226915
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2007,1454,96.66,15.042416718394373
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2007,568,54.06,10.506844247132815
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2007,2628,298.58,8.801661196329292
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2007,7668,446.6,17.16972682489924
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2007,3646,199.78,18.25007508259085
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2007,1288,83.2,15.48076923076923
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2007,14326,925.06,15.486563033749164
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2007,302,31.52,9.581218274111675
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2007,1344,98.54,13.63913131723158
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2007,1222,81.84,14.931573802541545
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2007,4234,266.5,15.887429643527204
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2007,1432,89.98,15.914647699488775
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2007,1204,85.14,14.141414141414142
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2007,4616,251.9,18.32473203652243
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2007,614,49.74,12.344189786891837
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2007,1526,102.3,14.916911045943305
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2007,2228,132.18,16.85580269329702
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2007,704,45.34,15.527128363475958
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2007,2116,130.23999999999998,16.24692874692875
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2007,5790,316.5,18.29383886255924
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2007,3142,175.6,17.892938496583145
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2007,17450,1021.8199999999999,17.077371748448847
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2007,1866,140.23999999999998,13.305761551625785
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2007,2106,216.86,9.71133450152172
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2007,1548,105.46000000000001,14.678551109425374
0118,01,NORTHLAND COMMUNITY SCHOOLS,2007,1010,98.4,10.264227642276422
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2007,2874,215.42000000000002,13.341379630489275
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2007,7892,421.8,18.710289236605025
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2007,1920,108.61999999999999,17.676302706683853
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2007,1586,104.26,15.211970074812967
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2007,1786,113.44000000000001,15.74400564174894
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2007,10924,671.92,16.25788784379093
0160,70,MINNESOTA STATE ACADEMIES,2007,372,70.46000000000001,5.2795912574510355
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2007,2100,146.16,14.367816091954023
0166,01,COOK COUNTY PUBLIC SCHOOLS,2007,1174,77.06,15.234881910199844
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2007,944,78.88,11.967545638945234
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2007,1948,142.54,13.666339273186475
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2007,14298,809.4599999999999,17.663627603587578
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2007,2586,131.29999999999998,19.695354150799698
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2007,3110,191.96,16.201291935819963
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2007,21182,1268.6599999999999,16.696356785900086
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2007,12174,686.9,17.72310379967972
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2007,22336,1334.06,16.742875133052486
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2007,1030,66.14,15.573026912609615
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2007,56052,3502.3199999999997,16.004248612348388
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2007,9154,576.6800000000001,15.873621419157937
0199,01,INVER GROVE HEIGHTS SCHOOLS,2007,7656,434.16,17.63405196241017
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2007,10148,519.7,19.526649990379063
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2007,1778,114.32000000000001,15.552834149755073
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2007,4036,222.54,18.13606542644019
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2007,8042,518.1,15.522099980698707
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2007,1452,92.32,15.727902946273831
0227,01,CHATFIELD PUBLIC SCHOOLS,2007,1812,119.12,15.211551376762927
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2007,742,55.980000000000004,13.254733833511967
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2007,716,55.839999999999996,12.822349570200574
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2007,1348,93.7,14.386339381003202
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2007,7112,455.66,15.608128868015624
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2007,794,63.46,12.511818468326505
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2007,2632,167.88,15.67786514176793
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2007,1274,75.38,16.901034757230036
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2007,2460,169.9,14.479105356091818
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2007,5786,334.34,17.305736675240773
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2007,542,46.44,11.670973298880277
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2007,220,28.88,7.617728531855956
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2007,16028,916.86,17.48140392208189
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2007,20980,1260.5,16.644188813962714
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2007,19710,1083.6399999999999,18.18869735336459
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2007,15198,919.32,16.531784362354784
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2007,15582,914.78,17.033603707995365
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2007,4524,265.66,17.02928555296243
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2007,5232,289.62,18.06505075616325
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2007,44142,2592.68,17.025625993180803
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2007,8386,573.14,14.631678124018565
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2007,26388,1589.8,16.598314253365203
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2007,3454,192.35999999999999,17.95591599085049
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2007,8556,504.66,16.953988824158838
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2007,19978,1160.2,17.21944492328909
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2007,3410,231.4,14.73638720829732
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2007,3426,620.8199999999999,5.51850778003286
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2007,NA,NA,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2007,2340,112,20.892857142857142
0297,01,SPRING GROVE SCHOOL DISTRICT,2007,690,52.78,13.073133762788935
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2007,1624,120.86,13.437034585470792
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2007,2906,181.7,15.993395707209688
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2007,556,45.58,12.19833260201843
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2007,1078,82.04,13.139931740614333
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2007,3284,204.06,16.093305890424386
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2007,1934,114.36,16.91150752011193
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2007,2498,135.72,18.405540819333922
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2007,1938,119.06,16.277507139257516
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2007,7838,407.96000000000004,19.21266790861849
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2007,1268,83.3,15.222088835534214
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2007,644,55.02,11.704834605597963
0332,01,MORA PUBLIC SCHOOL DISTRICT,2007,3836,231.72,16.55446228206456
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2007,1280,93.58,13.67813635392178
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2007,3214,206.1,15.59437166424066
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2007,8448,615.76,13.719631025074705
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2007,386,38.919999999999995,9.917780061664955
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2007,2660,147.5,18.033898305084747
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2007,700,44.04,15.894641235240691
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2007,716,91.08,7.861220904699166
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2007,1036,81.04,12.78381046396841
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2007,3064,182.88000000000002,16.754155730533682
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2007,1170,80.61999999999999,14.512527908707519
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2007,818,56.56,14.462517680339461
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2007,98,6.16,15.909090909090908
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2007,8,6.2,1.2903225806451613
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2007,330,28.82,11.450381679389313
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2007,340,31.92,10.651629072681704
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2007,350,37.38,9.363295880149812
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2007,4434,307.28,14.429835980213488
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2007,922,71,12.985915492957746
0415,01,LYND PUBLIC SCHOOL DISTRICT,2007,234,29.58,7.910750507099392
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2007,6030,368.36,16.36985557606689
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2007,958,59.78,16.02542656406825
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2007,1294,108,11.981481481481481
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2007,1236,108.34,11.40852870592579
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2007,710,58.46,12.145056448853918
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2007,400,37.08,10.787486515641856
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2007,706,51.16,13.799843627834246
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2007,1744,124,14.064516129032258
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2007,3590,235.92000000000002,15.217022719565954
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2007,4668,263.12,17.740954697476436
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2007,1202,77.66,15.477723409734741
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2007,7060,396.24,17.817484352917422
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2007,1588,124.86,12.718244433765818
