districtNumber,districtType,districtName,year,totalStudents
4087,07,SAGE ACADEMY CHARTER SCHOOL,2018,72
4088,07,URBAN ACADEMY CHARTER SCHOOL,2018,330
4089,07,NEW CITY SCHOOL,2018,274
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2018,180
4091,07,ARCADIA CHARTER SCHOOL,2018,117
4092,07,WATERSHED HIGH SCHOOL,2018,54
4093,07,NEW CENTURY ACADEMY,2018,139
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2018,125
4097,07,"PARTNERSHIP ACADEMY, INC.",2018,273
4098,07,NOVA CLASSICAL ACADEMY,2018,982
4100,07,GREAT EXPECTATIONS,2018,105
4102,07,MINNESOTA INTERNSHIP CENTER,2018,499
4103,07,HMONG COLLEGE PREP ACADEMY,2018,1799
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2018,202
4105,07,GREAT RIVER SCHOOL,2018,514
4106,07,TREKNORTH HIGH SCHOOL,2018,251
4107,07,VOYAGEURS EXPEDITIONARY,2018,106
4110,07,PIM ARTS HIGH SCHOOL,2018,289
4111,07,AUGSBURG FAIRVIEW ACADEMY,2018,83
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2018,501
4113,07,SPERO ACADEMY,2018,108
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2018,1068
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2018,533
4119,07,ACADEMIC ARTS HIGH SCHOOL,2018,98
4120,07,ST. CROIX PREPARATORY ACADEMY,2018,1156
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2018,299
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2018,1381
4124,07,BEACON ACADEMY,2018,535
4126,07,PRAIRIE SEEDS ACADEMY,2018,769
4127,07,TEAM ACADEMY,2018,128
4131,07,METRO SCHOOLS CHARTER,2018,388
4132,07,TWIN CITIES ACADEMY,2018,624
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2018,327
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2018,154
4138,07,MILROY AREA CHARTER SCHOOL,2018,34
4139,07,LOVEWORKS ACADEMY FOR ARTS,2018,183
4140,07,YINGHUA ACADEMY,2018,816
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2018,304
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2018,733
4144,07,GREEN ISLE COMMUNITY SCHOOL,2018,61
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2018,26
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2018,103
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2018,162
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2018,112
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2018,559
4153,07,DUGSI ACADEMY,2018,259
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2018,113
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2018,887
4160,07,SPECTRUM HIGH SCHOOL,2018,690
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2018,196
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2018,117
4163,07,LEARNING FOR LEADERSHIP CHARTER,2018,227
4164,07,LAURA JEFFREY ACADEMY CHARTER,2018,98
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2018,143
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2018,329
4168,07,GLACIAL HILLS ELEMENTARY,2018,102
4169,07,STONEBRIDGE WORLD SCHOOL,2018,252
4170,07,HIAWATHA ACADEMIES,2018,1367
4171,07,NOBLE ACADEMY,2018,923
4172,07,CLARKFIELD CHARTER SCHOOL,2018,56
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2018,22
4178,07,LINCOLN INTERNATIONAL SCHOOL,2018,132
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2018,1102
4183,07,LIONSGATE ACADEMY,2018,193
4184,07,ASPEN ACADEMY,2018,514
4185,07,DAVINCI ACADEMY,2018,720
4186,07,GLOBAL ACADEMY,2018,423
4187,07,NATURAL SCIENCE ACADEMY,2018,78
4188,07,COLOGNE ACADEMY,2018,613
4189,07,BRIGHT WATER ELEMENTARY,2018,179
4190,07,RIVERS EDGE ACADEMY,2018,68
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2018,337
4192,07,BEST ACADEMY,2018,576
4193,07,COLLEGE PREPARATORY ELEMENTARY,2018,339
4194,07,CANNON RIVER STEM SCHOOL,2018,351
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2018,20
4198,07,DISCOVERY WOODS,2018,96
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2018,1101
4200,07,STEP ACADEMY CHARTER SCHOOL,2018,400
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2018,137
4204,07,ROCHESTER STEM ACADEMY,2018,113
4205,07,HENNEPIN ELEMENTARY SCHOOL,2018,396
4207,07,VERMILION COUNTRY SCHOOL,2018,44
4208,07,NASHA SHKOLA CHARTER SCHOOL,2018,118
4209,07,MASTERY SCHOOL,2018,206
4210,07,UPPER MISSISSIPPI ACADEMY,2018,274
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2018,162
4213,07,PRODEO ACADEMY,2018,495
4215,07,SEJONG ACADEMY OF MINNESOTA,2018,162
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2018,135
4218,07,VENTURE ACADEMY,2018,301
4219,07,NORTHEAST COLLEGE PREP,2018,285
4220,07,AGAMIM CLASSICAL ACADEMY,2018,261
4221,07,DISCOVERY CHARTER SCHOOL,2018,180
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2018,208
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2018,136
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2018,330
4226,07,BDOTE LEARNING CENTER,2018,80
4227,07,ART AND SCIENCE ACADEMY,2018,358
4228,07,WOODBURY LEADERSHIP ACADEMY,2018,257
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2018,92
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2018,222
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2018,472
4232,07,SUCCESS ACADEMY,2018,80
4233,07,LEVEL UP ACADEMY,2018,104
4237,07,CAREER PATHWAYS,2018,76
4238,07,ROCHESTER BEACON ACADEMY,2018,111
4239,07,TESFA INTERNATIONAL SCHOOL,2018,161
4240,07,NEW CENTURY SCHOOL,2018,193
4243,07,NORTH METRO FLEX ACADEMY,2018,199
4244,07,FIT ACADEMY,2018,173
4246,07,BIG PICTURE TWIN CITIES,2018,87
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2018,687
4254,07,MARINE AREA COMMUNITY SCHOOL,2018,162
6004,61,FRESHWATER ED. DIST.,2018,212
6012,61,ZUMBRO EDUCATION DISTRICT,2018,164
6013,61,HIAWATHA VALLEY ED. DISTRICT,2018,97
6014,61,RUNESTONE AREA ED. DISTRICT,2018,85
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2018,175
6026,61,WEST CENTRAL EDUCATION DISTRICT,2018,63
6027,61,MN VALLEY EDUCATION DISTRICT,2018,87
6049,61,RIVER BEND EDUCATION DISTRICT,2018,173
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2018,134
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2018,19
6076,50,NORTHLAND LEARNING CENTER,2018,162
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2018,83
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2018,101
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2018,195
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2018,80
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2018,52
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2018,16
6383,61,BENTON-STEARNS ED. DISTRICT,2018,113
6979,61,MID STATE EDUCATION DISTRICT,2018,64
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2017,1166
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2017,36538
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2017,271
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2017,472
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2017,3589
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2017,38739
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2017,6635
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2017,3309
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2017,3153
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2017,4743
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2017,5775
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2017,3070
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2017,892
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2017,56
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2017,5259
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2017,631
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2017,271
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2017,1514
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2017,4513
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2017,1952
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2017,669
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2017,8660
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2017,154
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2017,581
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2017,570
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2017,2087
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2017,790
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2017,475
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2017,2568
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2017,355
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2017,665
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2017,1217
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2017,351
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2017,1030
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2017,3971
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2017,1613
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2017,9690
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2017,733
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2017,1214
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2017,1052
0118,01,NORTHLAND COMMUNITY SCHOOLS,2017,349
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2017,1404
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2017,3031
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2017,891
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2017,838
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2017,983
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2017,6661
0160,70,MINNESOTA STATE ACADEMIES,2017,156
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2017,1054
0166,01,COOK COUNTY PUBLIC SCHOOLS,2017,506
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2017,485
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2017,1052
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2017,6745
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2017,1041
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2017,1684
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2017,9247
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2017,7199
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2017,10993
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2017,667
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2017,28257
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2017,5015
0199,01,INVER GROVE HEIGHTS SCHOOLS,2017,3632
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2017,4455
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2017,684
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2017,2120
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2017,4077
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2017,836
0227,01,CHATFIELD PUBLIC SCHOOLS,2017,914
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2017,347
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2017,273
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2017,666
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2017,3502
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2017,491
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2017,1150
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2017,638
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2017,1273
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2017,2645
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2017,262
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2017,113
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2017,6820
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2017,10645
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2017,8958
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2017,8587
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2017,10567
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2017,2339
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2017,2830
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2017,20847
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2017,4385
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2017,12553
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2017,1853
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2017,4729
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2017,11292
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2017,2415
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2017,1194
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2017,255
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2017,2066
0297,01,SPRING GROVE SCHOOL DISTRICT,2017,350
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2017,680
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2017,1166
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2017,311
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2017,642
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2017,1641
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2017,739
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2017,1086
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2017,959
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2017,4135
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2017,619
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2017,313
0332,01,MORA PUBLIC SCHOOL DISTRICT,2017,1731
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2017,473
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2017,1496
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2017,4271
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2017,147
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2017,1112
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2017,347
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2017,270
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2017,540
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2017,1383
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2017,458
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2017,500
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2017,53
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2017,15
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2017,104
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2017,80
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2017,136
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2017,2535
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2017,520
0415,01,LYND PUBLIC SCHOOL DISTRICT,2017,167
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2017,2968
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2017,429
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2017,659
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2017,638
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2017,389
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2017,160
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2017,221
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2017,967
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2017,1574
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2017,2300
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2017,467
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2017,3302
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2017,690
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2017,2501
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2017,1202
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2017,944
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2017,305
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2017,375
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2017,4901
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2017,433
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2017,310
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2017,284
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2017,450
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2017,347
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2017,384
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2017,2129
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2017,571
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2017,149
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2017,3327
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2017,2024
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2017,1128
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2017,2078
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2017,17458
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2017,451
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2017,2765
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2017,400
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2017,564
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2017,895
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2017,1479
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2017,574
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2017,743
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2017,218
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2017,2039
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2017,435
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2017,1658
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2017,402
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2017,227
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2017,1259
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2017,1881
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2017,466
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2017,274
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2017,659
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2017,11556
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2017,10528
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2017,7684
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2017,8483
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2017,37110
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2017,365
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2017,25
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2017,378
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2017,3799
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2017,4025
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2017,380
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2017,269
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2017,1172
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2017,1021
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2017,755
0696,01,ELY PUBLIC SCHOOL DISTRICT,2017,585
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2017,250
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2017,2141
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2017,2445
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2017,1850
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2017,1663
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2017,58
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2017,8547
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2017,509
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2017,1655
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2017,1811
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2017,8425
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2017,8304
0721,01,NEW PRAGUE AREA SCHOOLS,2017,4156
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2017,2880
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2017,3124
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2017,13219
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2017,1089
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2017,740
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2017,1383
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2017,950
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2017,9802
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2017,1047
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2017,1731
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2017,3925
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2017,2075
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2017,741
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2017,4976
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2017,895
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2017,346
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2017,157
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2017,703
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2017,869
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2017,444
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2017,460
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2017,142
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2017,422
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2017,545
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2017,1249
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2017,545
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2017,507
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2017,994
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2017,1911
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2017,6378
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2017,3252
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2017,18623
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2017,8357
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2017,216
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2017,544
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2017,1049
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2017,666
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2017,300
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2017,146
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2017,748
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2017,972
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2017,3117
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2017,1840
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2017,5846
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2017,2525
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2017,858
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2017,4094
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2017,1723
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2017,6286
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2017,535
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2017,5079
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2017,1850
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2017,304
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2017,105
0916,06,NORTHEAST METRO 916,2017,814
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2017,684
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2017,42
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2017,76
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2017,206
0966,51,WRIGHT TECHNICAL CENTER,2017,100
0991,83,REGION 6 AND 8-SW/WC SERVICE COOP,2017,178
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2017,28
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2017,179
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2017,152
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2017,880
2125,01,TRITON SCHOOL DISTRICT,2017,1147
