DistrictNumber,districtType,districtName,year,percentMinority
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2000,NA
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2000,0.0171890798786653
4080,07,PILLAGER AREA CHARTER SCHOOL,2000,NA
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2000,0.0218978102189781
4110,07,PIM Arts High School,2000,NA
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2000,0.0258953168044077
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2000,0.0487220447284345
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2000,1
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2000,0.0288888888888889
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2000,0.0600387346675274
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2000,NA
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2000,NA
4126,07,PRAIRIE SEEDS ACADEMY,2000,NA
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2000,0.0317097090552468
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2000,0.0275494334592313
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2000,0.0189965903555772
4213,07,PRODEO ACADEMY,2000,NA
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2000,0.0212264150943396
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2000,NA
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2000,0.00460829493087558
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2000,0.997706422018349
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2000,0.0221465076660988
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2000,0.0659824046920821
2897,01,REDWOOD AREA SCHOOL DISTRICT,2000,NA
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2000,0.220183486238532
0991,83,Region 6 and 8-SW/WC Service Coop,2000,NA
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2000,0.121794871794872
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2000,0.288447909284196
4083,07,RIDGEWAY COMMUNITY SCHOOL,2000,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2000,0.139130434782609
4190,07,RIVERS EDGE ACADEMY,2000,NA
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2000,NA
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2000,0.228405797101449
4238,07,ROCHESTER BEACON ACADEMY,2000,NA
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2000,NA
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2000,0.175389408099688
4204,07,ROCHESTER STEM ACADEMY,2000,NA
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2000,0.0330773774365032
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2000,0.015450643776824
4056,07,Rosa Parks Charter High School,2000,0.0963855421686747
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2000,0.012524719841793
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2000,0.107994887815961
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2000,0.184650112866817
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2000,0.0608365019011407
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2000,NA
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2000,0.0120160213618158
2902,01,RTR PUBLIC SCHOOLS,2000,NA
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2000,NA
6014,61,RUNESTONE AREA ED. DISTRICT,2000,0.0072463768115942
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2000,0.0332294911734164
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2000,0.00815217391304348
4087,07,SAGE ACADEMY CHARTER SCHOOL,2000,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2000,NA
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2000,0.0218153486560187
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2000,0.0119712689545092
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2000,0.0258796161674906
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2000,NA
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2000,0.0149750415973378
4215,07,SEJONG ACADEMY OF MINNESOTA,2000,NA
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2000,NA
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2000,0.126863648685281
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2000,NA
2310,01,SIBLEY EAST SCHOOL DISTRICT,2000,0.115295926210607
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2000,0.199714693295292
4038,07,SOJOURNER TRUTH ACADEMY,2000,0.990783410138249
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2000,0.0663507109004739
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2000,0.101230425055928
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2000,0.0888452155055571
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2000,NA
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2000,0.088
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2000,0.0127840909090909
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2000,NA
0288,06,Southwest Metro Intermediate 288,2000,NA
4160,07,SPECTRUM HIGH SCHOOL,2000,NA
4113,07,Spero Academy,2000,NA
0297,01,SPRING GROVE SCHOOL DISTRICT,2000,0.0113636363636364
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2000,0.0841879322680658
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2000,0.0230352303523035
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2000,NA
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2000,0.136026936026936
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2000,0.0963302752293578
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2000,0.0029940119760479
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2000,0.0815251929187472
4120,07,ST. CROIX PREPARATORY ACADEMY,2000,NA
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2000,0.054180602006689
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2000,0.219821162444113
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2000,0.106875667972925
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2000,0.178930156505489
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2000,0.0165511932255581
4029,07,ST. PAUL CITY SCHOOL,2000,0.954545454545455
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2000,0.647028926259033
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2000,0.0612658227848101
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2000,0.0297619047619048
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2000,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2000,NA
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2000,0.0764331210191083
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2000,0.0394304490690033
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2000,0.0357855085309107
4169,07,STONEBRIDGE WORLD SCHOOL,2000,NA
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2000,NA
4232,07,Success Academy,2000,NA
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2000,NA
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2000,0.00488997555012225
4127,07,TEAM ACADEMY,2000,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2000,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2000,NA
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2000,0.0511182108626198
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2000,NA
4106,07,TREKNORTH HIGH SCHOOL,2000,NA
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2000,NA
2358,01,TRI-COUNTY SCHOOL DISTRICT,2000,0.00578034682080925
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2000,NA
2125,01,TRITON SCHOOL DISTRICT,2000,0.0630182421227197
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2000,0.0455635491606715
4132,07,TWIN CITIES ACADEMY,2000,NA
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2000,NA
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2000,NA
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2000,NA
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2000,0.0423452768729642
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2000,0.0469798657718121
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2000,0.0479774223894638
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2000,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2000,NA
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2000,0
4088,07,URBAN ACADEMY CHARTER SCHOOL,2000,NA
4218,07,VENTURE ACADEMY,2000,NA
4207,07,VERMILION COUNTRY SCHOOL,2000,NA
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2000,0.0592105263157895
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2000,0.0489583333333333
4107,07,VOYAGEURS EXPEDITIONARY,2000,NA
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2000,0.00725513905683192
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2000,0.00811359026369168
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2000,0.0387784779447407
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2000,0.0161630358397751
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2000,0.195631528964862
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2000,0.0884450784593438
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2000,0.140625
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2000,0.0729895104895105
4092,07,WATERSHED HIGH SCHOOL,2000,NA
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2000,0.0177121771217712
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2000,0.0281562216167121
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2000,0.593144560357675
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2000,0.0889155574950906
2342,01,WEST CENTRAL AREA,2000,0.0288065843621399
6026,61,WEST CENTRAL EDUCATION DISTRICT,2000,0
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2000,NA
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2000,0.166533864541833
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2000,NA
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2000,0.0297745640153126
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2000,0.0551470588235294
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2000,0.067690379191476
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2000,0.201089324618736
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2000,0.0274841437632135
2609,01,WIN-E-MAC SCHOOL DISTRICT,2000,0.0294736842105263
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2000,0.049738219895288
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2000,0.072158081705151
4228,07,WOODBURY LEADERSHIP ACADEMY,2000,NA
4016,07,WORLD LEARNER CHARTER SCHOOL,2000,0.0597014925373134
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2000,0.314032971451548
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2000,0.0266990291262136
0966,51,WRIGHT TECHNICAL CENTER,2000,0
2190,01,YELLOW MEDICINE EAST,2000,0.128560431100847
4140,07,YINGHUA ACADEMY,2000,NA
6012,61,ZUMBRO EDUCATION DISTRICT,2000,0.0746268656716418
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2000,0.0186480186480186
0000,01,Minneapolis-St. Paul International Airport,2000,NA
2759,01,Eagle Valley,2000,NA
0323,02,Franconia,2000,NA
0815,02,Prinsburg,2000,NA
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2001,0.0151668351870576
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2001,NA
4119,07,ACADEMIC ARTS HIGH SCHOOL,2001,NA
4018,07,ACHIEVE LANGUAGE ACADEMY,2001,0.837037037037037
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2001,0.0983606557377049
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2001,0.0439882697947214
4074,07,AFSA HIGH SCHOOL,2001,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2001,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2001,0.04163623082542
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2001,0.0182370820668693
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2001,0.137096774193548
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2001,0.041958041958042
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2001,0.018664752333094
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2001,0.0150571131879543
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2001,0.089969501863775
4091,07,ARCADIA CHARTER SCHOOL,2001,NA
4227,07,ART AND SCIENCE ACADEMY,2001,NA
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2001,0.021875
4184,07,ASPEN ACADEMY,2001,NA
4250,07,Athlos Academy of Saint Cloud,2001,NA
4011,07,ATHLOS LEADERSHIP ACADEMY,2001,0.511627906976744
4111,07,AUGSBURG FAIRVIEW ACADEMY,2001,NA
4067,07,AURORA CHARTER SCHOOL,2001,1
6095,52,Austin Albert Lea Area Special Educ,2001,NA
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2001,0.129607889175863
4075,07,AVALON SCHOOL,2001,NA
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2001,0.0210084033613445
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2001,0.167701863354037
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2001,0.0117493472584856
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2001,0.0542168674698795
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2001,0.0488721804511278
4226,07,BDOTE LEARNING CENTER,2001,NA
4124,07,BEACON ACADEMY,2001,NA
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2001,0.021780303030303
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2001,0.0667433831990794
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2001,0.0205479452054795
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2001,0.187476843275287
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2001,NA
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2001,0.0261824324324324
6383,61,BENTON-STEARNS ED. DISTRICT,2001,0
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2001,0.00772200772200772
4192,07,BEST ACADEMY,2001,NA
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2001,0.0326251896813354
4246,07,Big Picture Twin Cities,2001,NA
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2001,NA
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2001,0.143133462282398
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2001,0.130484988452656
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2001,0.0738095238095238
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2001,0.219329825533093
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2001,0.0743691899070385
4082,07,BLUESKY CHARTER SCHOOL,2001,NA
4001,07,BLUFFVIEW MONTESSORI,2001,0.04
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2001,0.0195071868583162
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2001,0.0292091485257647
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2001,NA
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2001,0.0687432867883996
4189,07,BRIGHT WATER ELEMENTARY,2001,NA
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2001,0.497027348394768
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2001,0.0212765957446809
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2001,0.349112426035503
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2001,0.089171974522293
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2001,0.0238743455497382
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2001,0.185185185185185
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2001,0.285024154589372
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2001,0.0240054869684499
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2001,0.0188305252725471
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2001,0.0391276459268762
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2001,0.0419161676646707
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2001,0.0150068212824011
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2001,0.0230414746543779
4194,07,CANNON RIVER STEM SCHOOL,2001,NA
6094,52,Cannon Valley Special Education Coo,2001,NA
4237,07,Career Pathways,2001,NA
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2001,0.092896174863388
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2001,0.823731728288908
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2001,0.0418502202643172
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2001,0.96039603960396
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2001,0.0449179383818025
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2001,0
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2001,0.0533446232006774
0227,01,CHATFIELD PUBLIC SCHOOLS,2001,0.0313852813852814
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2001,0.0411073825503356
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2001,0.0360262008733624
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2001,0.00409836065573771
4000,07,CITY ACADEMY,2001,0.721311475409836
4172,07,CLARKFIELD CHARTER SCHOOL,2001,NA
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2001,0.0995260663507109
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2001,0.0154867256637168
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2001,0.178571428571429
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2001,0.0238532110091743
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2001,0.1671434409481
4193,07,COLLEGE PREPARATORY ELEMENTARY,2001,NA
4188,07,COLOGNE ACADEMY,2001,NA
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2001,0.244532803180915
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2001,0.0352941176470588
4015,07,COMMUNITY OF PEACE ACADEMY,2001,0.923990498812352
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2001,NA
0166,01,COOK COUNTY PUBLIC SCHOOLS,2001,0.155195681511471
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2001,NA
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2001,0.00595238095238095
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2001,0.190111830488523
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2001,0.0343234323432343
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2001,0
4025,07,CYBER VILLAGE ACADEMY,2001,0.101010101010101
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2001,0.0290748898678414
4185,07,DAVINCI ACADEMY,2001,NA
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2001,0.0302066772655008
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2001,0.284018264840183
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2001,0.0310160427807487
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2001,0.143646408839779
2164,01,DILWORTH-GLYNDON-FELTON,2001,0.10415035238841
4221,07,DISCOVERY CHARTER SCHOOL,2001,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2001,NA
4198,07,Discovery Woods,2001,NA
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2001,0.00938967136150235
4153,07,DUGSI ACADEMY,2001,NA
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2001,0.115366049879324
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2001,0.0869033047735618
4026,07,E.C.H.O. CHARTER SCHOOL,2001,0.0666666666666667
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2001,NA
2580,01,EAST CENTRAL SCHOOL DISTRICT,2001,0.13314447592068
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2001,0.151706036745407
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2001,NA
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2001,0.0741835585585586
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2001,0.0999328021503312
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2001,0.00582750582750583
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2001,0.0203389830508475
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2001,0.0661921708185053
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2001,NA
4057,07,EL COLEGIO CHARTER SCHOOL,2001,0.9875
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2001,0.0312399355877617
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2001,0.00480769230769231
0696,01,ELY PUBLIC SCHOOL DISTRICT,2001,0.0565326633165829
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2001,0.0153256704980843
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2001,0.0479452054794521
4068,07,EXCELL ACADEMY CHARTER,2001,NA
4036,07,FACE TO FACE ACADEMY,2001,0.209302325581395
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2001,0.0561224489795918
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2001,0.151544874938695
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2001,0.0396494156928214
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2001,0.128571428571429
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2001,0.0433665274654674
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2001,0.0793918918918919
2198,01,FILLMORE CENTRAL,2001,0.0173267326732673
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2001,0.049645390070922
4244,07,FIT Academy,2001,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2001,0.0228310502283105
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2001,0.0120068610634648
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2001,0.0265853974841136
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2001,0.0894428152492669
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2001,0.0836012861736334
6004,61,FRESHWATER ED. DIST.,2001,0.0756302521008403
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2001,0.157400156617071
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2001,NA
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2001,0.0481099656357388
2365,01,G.F.W.,2001,0.0587044534412955
4168,07,GLACIAL HILLS ELEMENTARY,2001,NA
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2001,0.131606765327696
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2001,0.0733082706766917
4186,07,GLOBAL ACADEMY,2001,NA
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2001,0
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2001,0.0245183887915937
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2001,0.0310880829015544
2536,01,GRANADA HUNTLEY-EAST CHAIN,2001,0.0246913580246914
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2001,0.0480225988700565
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2001,0.0746064339493498
4100,07,GREAT EXPECTATIONS,2001,NA
4105,07,GREAT RIVER SCHOOL,2001,NA
4144,07,GREEN ISLE COMMUNITY SCHOOL,2001,NA
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2001,0.0208768267223382
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2001,0.0532670454545455
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2001,0.0248756218905473
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2001,0.012448132780083
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2001,NA
4032,07,HARVEST PREPARATORY SCHOOL,2001,1
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2001,0.0399074609600925
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2001,0.0185995623632385
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2001,0.0278063851699279
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2001,0.0221238938053097
4205,07,HENNEPIN ELEMENTARY SCHOOL,2001,NA
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2001,0.0340314136125654
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2001,0.0335570469798658
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2001,0.0358056265984655
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2001,0.0731707317073171
4170,07,HIAWATHA ACADEMIES,2001,NA
6013,61,HIAWATHA VALLEY ED. DISTRICT,2001,0.0491803278688525
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2001,0.0294218268901813
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2001,0.822222222222222
4027,07,HIGHER GROUND ACADEMY,2001,0.997566909975669
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2001,0.050531914893617
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2001,0.0194805194805195
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2001,0.0881849315068493
4103,07,HMONG COLLEGE PREP ACADEMY,2001,NA
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2001,0
4070,07,HOPE COMMUNITY ACADEMY,2001,1
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2001,0.152784388386483
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2001,0.0125786163522013
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2001,0.007502679528403
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2001,0.0363752393107849
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2001,0.22861216730038
