Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
EDR  6E- Southwest Central      ,2,2,2,0,19-50,36264,8.72,0,605,346,569,724,360,418
EDR  6E- Southwest Central      ,4,2,1,2,19-50,51600,24.81,0,983,504,1030,820,618,345
EDR  6E- Southwest Central      ,2,2,1.5,0,51+,36780,11.79,0,581,409,569,724,353,429
EDR  6E- Southwest Central      ,3,2,2,1,19-50,51000,12.26,490,753,496,746,778,460,527
EDR  6E- Southwest Central      ,2,1,1,1,19-50,41208,19.81,490,487,338,746,673,379,321
EDR  6E- Southwest Central      ,5,2,1,3,19-50,54468,26.19,0,1190,512,1030,833,682,292
EDR  6E- Southwest Central      ,1,1,1,0,19-50,27624,13.28,0,330,138,561,668,274,331
EDR  6E- Southwest Central      ,4,2,1.5,2,19-50,59112,18.95,420,983,504,1030,820,618,551
EDR  6E- Southwest Central      ,2,2,2,0,51+,36780,8.84,0,581,409,569,724,353,429
EDR  6E- Southwest Central      ,1,1,1,0,51+,27840,13.38,0,317,169,561,668,270,335
EDR  6E- Southwest Central      ,5,1,1,4,19-50,65004,31.25,839,1189,503,1030,759,681,416
EDR  6E- Southwest Central      ,3,2,1.5,1,19-50,46644,14.95,245,753,496,746,778,460,409
EDR  6E- Southwest Central      ,4,2,2,2,19-50,65676,15.79,839,983,504,1030,820,618,679
EDR  6E- Southwest Central      ,2,2,1,0,19-50,35424,17.03,0,605,346,569,724,360,348
EDR  6E- Southwest Central      ,3,2,1,1,19-50,42252,20.31,0,753,496,746,778,460,288
EDR  6E- Southwest Central      ,3,1,1,2,19-50,58236,28,839,743,488,1030,713,544,496
EDR  6E- Southwest Central      ,5,2,2,3,19-50,68616,16.49,839,1190,512,1030,833,682,632
EDR  6E- Southwest Central      ,4,1,1,3,19-50,62076,29.84,839,978,496,1030,746,617,467
EDR  6E- Southwest Central      ,6,2,2,4,19-50,72888,17.52,839,1450,519,1030,860,761,615
EDR  6E- Southwest Central      ,6,2,1.5,4,19-50,66240,21.23,420,1450,519,1030,860,761,480
EDR  6E- Southwest Central      ,6,2,1,4,19-50,58788,28.26,0,1450,519,1030,860,761,279
EDR  6E- Southwest Central      ,2,2,1.5,0,19-50,36264,11.62,0,605,346,569,724,360,418
EDR  6E- Southwest Central      ,5,2,1.5,3,19-50,62004,19.87,420,1190,512,1030,833,682,500
EDR  6E- Southwest Central      ,2,2,1,0,51+,35916,17.27,0,581,409,569,724,353,357
EDR  7E- East Central           ,5,1,1,4,19-50,84348,40.55,1440,1173,492,1355,898,776,895
EDR  7E- East Central           ,2,2,1,0,51+,41376,19.89,0,573,393,776,854,414,438
EDR  7E- East Central           ,1,1,1,0,19-50,33204,15.96,0,325,137,759,784,333,429
EDR  7E- East Central           ,4,2,1.5,2,19-50,72804,23.33,720,970,493,1355,975,714,840
EDR  7E- East Central           ,2,2,2,0,51+,42444,10.2,0,573,393,776,854,414,527
EDR  7E- East Central           ,1,1,1,0,51+,33444,16.08,0,313,168,759,784,329,434
EDR  7E- East Central           ,3,2,1.5,1,19-50,57696,18.49,460,743,485,992,922,533,673
EDR  7E- East Central           ,4,2,2,2,19-50,84780,20.38,1440,970,493,1355,975,714,1118
EDR  7E- East Central           ,2,2,1,0,19-50,40896,19.66,0,597,330,776,854,422,429
EDR  5 - North Central          ,1,1,1,0,19-50,28524,13.71,0,327,138,565,724,274,349
EDR  5 - North Central          ,4,2,1.5,2,19-50,59184,18.97,439,975,504,971,895,597,551
EDR  5 - North Central          ,2,2,2,0,51+,37764,9.08,0,576,409,574,786,353,449
EDR  5 - North Central          ,1,1,1,0,51+,28752,13.82,0,315,169,565,724,270,353
EDR  5 - North Central          ,3,2,1.5,1,19-50,48324,15.49,256,747,496,760,847,463,458
EDR  5 - North Central          ,4,2,2,2,19-50,66156,15.9,878,975,504,971,895,597,693
EDR  5 - North Central          ,2,2,1,0,19-50,36372,17.49,0,600,346,574,786,360,365
EDR  5 - North Central          ,5,2,1.5,3,19-50,62064,19.89,439,1180,512,971,909,661,500
EDR  5 - North Central          ,5,1,1,4,19-50,65364,31.43,878,1179,503,971,826,660,430
EDR  5 - North Central          ,6,2,2,4,19-50,73380,17.64,878,1438,519,971,940,740,629
EDR  5 - North Central          ,6,2,1.5,4,19-50,66360,21.27,439,1438,519,971,940,740,483
EDR  5 - North Central          ,6,2,1,4,19-50,58668,28.21,0,1438,519,971,940,740,281
EDR  5 - North Central          ,2,2,1.5,0,19-50,37248,11.94,0,600,346,574,786,360,438
EDR  5 - North Central          ,2,2,2,0,19-50,37248,8.95,0,600,346,574,786,360,438
EDR  5 - North Central          ,4,2,1,2,19-50,51444,24.73,0,975,504,971,895,597,345
EDR  5 - North Central          ,2,2,1.5,0,51+,37764,12.1,0,576,409,574,786,353,449
EDR  5 - North Central          ,3,2,2,1,19-50,52704,12.67,512,747,496,760,847,463,567
EDR  5 - North Central          ,2,1,1,1,19-50,42720,20.54,512,483,338,760,729,381,357
EDR  5 - North Central          ,3,2,1,1,19-50,43632,20.98,0,747,496,760,847,463,323
EDR  5 - North Central          ,5,2,2,3,19-50,69084,16.61,878,1180,512,971,909,661,646
EDR  5 - North Central          ,3,1,1,2,19-50,58536,28.14,878,737,488,971,774,524,506
EDR  5 - North Central          ,4,1,1,3,19-50,62388,29.99,878,970,496,971,811,596,477
EDR  5 - North Central          ,2,2,1,0,51+,36852,17.72,0,576,409,574,786,353,373
EDR  9 - South Central          ,3,2,1,1,19-50,41184,19.8,0,755,496,776,679,470,256
EDR  9 - South Central          ,5,2,2,3,19-50,66612,16.01,779,1192,512,1065,724,693,586
EDR  9 - South Central          ,3,1,1,2,19-50,56556,27.19,779,745,488,1065,626,556,454
EDR  9 - South Central          ,6,2,1,4,19-50,57696,27.74,0,1452,519,1065,747,773,252
EDR  9 - South Central          ,2,2,1.5,0,19-50,35616,11.42,0,606,346,607,635,372,402
EDR  9 - South Central          ,5,2,1.5,3,19-50,60468,19.38,390,1192,512,1065,724,693,463
EDR  9 - South Central          ,2,2,1,0,51+,35292,16.97,0,582,409,607,635,365,343
EDR  9 - South Central          ,4,1,1,3,19-50,60276,28.98,779,980,496,1065,653,628,422
EDR  9 - South Central          ,6,2,2,4,19-50,70824,17.02,779,1452,519,1065,747,773,567
EDR  9 - South Central          ,6,2,1.5,4,19-50,64740,20.75,390,1452,519,1065,747,773,449
EDR  9 - South Central          ,5,1,1,4,19-50,63216,30.39,779,1191,503,1065,664,693,373
EDR  9 - South Central          ,2,2,2,0,19-50,35616,8.56,0,606,346,607,635,372,402
EDR  9 - South Central          ,4,2,1,2,19-50,50532,24.29,0,985,504,1065,714,629,314
EDR  9 - South Central          ,2,2,1.5,0,51+,36120,11.58,0,582,409,607,635,365,412
EDR  9 - South Central          ,3,2,2,1,19-50,49596,11.92,470,755,496,776,679,470,487
EDR  9 - South Central          ,2,1,1,1,19-50,40092,19.27,470,487,338,776,593,388,289
EDR  9 - South Central          ,5,2,1,3,19-50,53364,25.66,0,1192,512,1065,724,693,261
EDR  9 - South Central          ,1,1,1,0,19-50,27012,12.99,0,330,138,595,589,284,315
EDR  7E- East Central           ,3,2,1,1,19-50,49464,23.78,0,743,485,992,922,533,447
EDR  7E- East Central           ,5,2,2,3,19-50,87672,21.07,1440,1174,500,1355,991,777,1069
EDR  7E- East Central           ,2,2,2,0,19-50,41952,10.08,0,597,330,776,854,422,517
EDR  7E- East Central           ,4,2,1,2,19-50,60432,29.05,0,970,493,1355,975,714,529
EDR  7E- East Central           ,2,2,1.5,0,51+,42444,13.6,0,573,393,776,854,414,527
EDR  7E- East Central           ,3,2,2,1,19-50,65244,15.68,920,743,485,992,922,533,842
EDR  7E- East Central           ,2,1,1,1,19-50,54840,26.37,920,480,322,992,789,452,615
EDR  7E- East Central           ,5,2,1,3,19-50,63144,30.36,0,1174,500,1355,991,777,465
EDR  7E- East Central           ,6,2,2,4,19-50,92016,22.12,1440,1430,508,1355,1026,855,1054
EDR  7E- East Central           ,6,2,1.5,4,19-50,79896,25.61,720,1430,508,1355,1026,855,764
EDR  7E- East Central           ,6,2,1,4,19-50,67224,32.32,0,1430,508,1355,1026,855,428
EDR  7E- East Central           ,2,2,1.5,0,19-50,41952,13.45,0,597,330,776,854,422,517
EDR  7E- East Central           ,5,2,1.5,3,19-50,75600,24.23,720,1174,500,1355,991,777,783
EDR  7E- East Central           ,3,1,1,2,19-50,77556,37.29,1440,733,477,1355,841,641,976
EDR  7E- East Central           ,4,1,1,3,19-50,81468,39.17,1440,965,484,1355,882,712,951
Hubbard County                  ,3,2,1,1,19-50,41976,20.18,0,755,496,710,803,450,284
Hubbard County                  ,1,1,1,0,51+,27576,13.26,0,318,169,531,688,261,331
Hubbard County                  ,4,2,1.5,2,19-50,57648,18.48,382,986,504,964,847,599,522
Hubbard County                  ,3,2,2,1,19-50,50196,12.07,461,755,496,710,803,450,508
Hubbard County                  ,2,2,2,0,51+,36504,8.78,0,583,409,534,746,343,427
Hubbard County                  ,4,2,2,2,19-50,63600,15.29,764,986,504,964,847,599,636
Hubbard County                  ,5,1,1,4,19-50,62868,30.23,764,1192,503,964,783,662,371
Hubbard County                  ,1,1,1,0,19-50,27360,13.15,0,331,138,531,688,265,327
Hubbard County                  ,6,2,1,4,19-50,58080,27.92,0,1454,519,964,889,743,271
Hubbard County                  ,3,1,1,2,19-50,55992,26.92,764,745,488,964,735,525,445
Hubbard County                  ,2,2,1.5,0,51+,36504,11.7,0,583,409,534,746,343,427
Hubbard County                  ,5,2,2,3,19-50,66564,16,764,1194,512,964,861,663,589
Hubbard County                  ,2,2,1,0,19-50,35148,16.9,0,606,346,534,746,350,347
Hubbard County                  ,3,2,1.5,1,19-50,46164,14.8,231,755,496,710,803,450,402
Isanti County                   ,4,2,1.5,2,19-50,81660,26.17,982,966,484,1576,963,781,1053
Isanti County                   ,2,2,1.5,0,19-50,43584,13.97,0,594,318,880,844,453,543
Isanti County                   ,4,2,1,2,19-50,64416,30.97,0,966,484,1576,963,781,598
Isanti County                   ,6,2,1,4,19-50,71148,34.21,0,1425,499,1576,1013,922,494
Isanti County                   ,2,2,1.5,0,51+,44100,14.13,0,571,381,880,844,446,553
Isanti County                   ,1,1,1,0,19-50,34980,16.82,0,324,136,860,775,364,456
Isanti County                   ,3,2,1.5,1,19-50,62676,20.09,633,740,476,1110,911,568,785
Isanti County                   ,2,2,1,0,19-50,42480,20.42,0,594,318,880,844,453,451
Isanti County                   ,1,1,1,0,51+,35232,16.94,0,312,168,860,775,360,461
Isanti County                   ,2,2,2,0,19-50,43584,10.48,0,594,318,880,844,453,543
Isanti County                   ,4,1,1,3,19-50,95304,45.82,1964,961,475,1576,871,779,1316
Isanti County                   ,2,2,2,0,51+,44100,10.6,0,571,381,880,844,446,553
Isanti County                   ,3,2,2,1,19-50,73020,17.55,1266,740,476,1110,911,568,1014
Isanti County                   ,2,1,1,1,19-50,62556,30.07,1266,478,310,1110,780,488,781
Isanti County                   ,5,2,2,3,19-50,100800,24.23,1964,1169,491,1576,979,843,1378
Isanti County                   ,3,2,1,1,19-50,51480,24.75,0,740,476,1110,911,568,485
Isanti County                   ,6,2,2,4,19-50,105276,25.31,1964,1425,499,1576,1013,922,1374
Isanti County                   ,5,2,1.5,3,19-50,84204,26.99,982,1169,491,1576,979,843,977
Isanti County                   ,2,2,1,0,51+,42984,20.67,0,571,381,880,844,446,460
Isanti County                   ,3,1,1,2,19-50,91404,43.94,1964,730,468,1576,831,708,1340
Isanti County                   ,5,1,1,4,19-50,98244,47.23,1964,1168,483,1576,887,843,1266
Isanti County                   ,5,2,1,3,19-50,67068,32.24,0,1169,491,1576,979,843,531
Isanti County                   ,6,2,1.5,4,19-50,88440,28.35,982,1425,499,1576,1013,922,953
Isanti County                   ,4,2,2,2,19-50,97884,23.53,1964,966,484,1576,963,781,1423
Lincoln County                  ,4,2,2,2,19-50,62208,14.95,738,1007,504,891,853,583,608
Lincoln County                  ,5,2,1,3,19-50,52776,25.37,0,1219,512,891,867,648,261
Lincoln County                  ,2,1,1,1,19-50,40164,19.31,435,498,338,710,698,371,297
Lincoln County                  ,6,2,2,4,19-50,69684,16.75,738,1485,519,891,896,729,549
Lincoln County                  ,6,2,1.5,4,19-50,63948,20.5,369,1485,519,891,896,729,440
Lincoln County                  ,2,2,1,0,51+,35988,17.3,0,595,409,534,752,347,362
Lincoln County                  ,2,2,1.5,0,19-50,36348,11.65,0,619,346,534,752,354,424
Lincoln County                  ,3,2,2,1,19-50,50220,12.07,435,771,496,710,809,455,509
Lincoln County                  ,2,2,2,0,51+,36852,8.86,0,595,409,534,752,347,434
Lincoln County                  ,4,2,1,2,19-50,49716,23.9,0,1007,504,891,853,583,305
Lincoln County                  ,3,2,1,1,19-50,42468,20.42,0,771,496,710,809,455,298
Lincoln County                  ,5,1,1,4,19-50,61596,29.61,738,1217,503,891,789,647,348
Lincoln County                  ,5,2,1.5,3,19-50,59484,19.07,369,1219,512,891,867,648,451
Lincoln County                  ,3,2,1.5,1,19-50,46500,14.9,217,771,496,710,809,455,417
Lincoln County                  ,4,1,1,3,19-50,58500,28.13,738,1001,496,891,775,581,393
Lincoln County                  ,2,2,2,0,19-50,36348,8.74,0,619,346,534,752,354,424
Lincoln County                  ,1,1,1,0,51+,27684,13.31,0,325,169,525,693,261,334
Lincoln County                  ,3,1,1,2,19-50,54540,26.22,738,761,488,891,741,507,419
Lincoln County                  ,4,2,1.5,2,19-50,56448,18.09,369,1007,504,891,853,583,497
Lincoln County                  ,6,2,1,4,19-50,57420,27.61,0,1485,519,891,896,729,265
Lincoln County                  ,5,2,2,3,19-50,65256,15.69,738,1219,512,891,867,648,563
Lincoln County                  ,2,2,1,0,19-50,35508,17.07,0,619,346,534,752,354,354
Lincoln County                  ,1,1,1,0,19-50,27468,13.21,0,338,138,525,693,265,330
Lincoln County                  ,2,2,1.5,0,51+,36852,11.81,0,595,409,534,752,347,434
Redwood County                  ,1,1,1,0,19-50,26940,12.95,0,335,138,572,607,278,315
Redwood County                  ,3,1,1,2,19-50,54732,26.31,752,755,488,973,646,531,416
Redwood County                  ,2,2,1.5,0,51+,36288,11.63,0,591,409,589,655,362,418
Redwood County                  ,4,2,1,2,19-50,49284,23.69,0,999,504,973,738,606,287
Redwood County                  ,5,1,1,4,19-50,61584,29.61,752,1208,503,973,685,670,341
Redwood County                  ,6,2,1,4,19-50,56808,27.31,0,1473,519,973,772,751,246
Redwood County                  ,3,2,1,1,19-50,40356,19.4,0,765,496,710,701,453,238
Redwood County                  ,6,2,2,4,19-50,69336,16.67,752,1473,519,973,772,751,538
Redwood County                  ,5,2,1.5,3,19-50,59076,18.93,376,1209,512,973,749,670,434
Redwood County                  ,4,2,1.5,2,19-50,56124,17.99,376,999,504,973,738,606,481
Redwood County                  ,2,2,2,0,19-50,35772,8.6,0,614,346,589,655,370,407
Redwood County                  ,5,2,2,3,19-50,65040,15.63,752,1209,512,973,749,670,555
Redwood County                  ,1,1,1,0,51+,27168,13.06,0,322,169,572,607,275,319
Redwood County                  ,3,2,1.5,1,19-50,44304,14.2,208,765,496,710,701,453,359
Redwood County                  ,4,1,1,3,19-50,58572,28.16,752,994,496,973,674,604,388
Redwood County                  ,6,2,1.5,4,19-50,63456,20.34,376,1473,519,973,772,751,424
Redwood County                  ,2,2,1,0,19-50,34944,16.8,0,614,346,589,655,370,338
Redwood County                  ,2,2,2,0,51+,36288,8.72,0,591,409,589,655,362,418
Redwood County                  ,2,2,1,0,51+,35448,17.04,0,591,409,589,655,362,348
Redwood County                  ,2,2,1.5,0,19-50,35772,11.47,0,614,346,589,655,370,407
Redwood County                  ,3,2,2,1,19-50,47784,11.49,415,765,496,710,701,453,442
Redwood County                  ,2,1,1,1,19-50,38184,18.36,415,495,338,710,611,370,243
Redwood County                  ,5,2,1,3,19-50,52248,25.12,0,1209,512,973,749,670,241
Redwood County                  ,4,2,2,2,19-50,62088,14.93,752,999,504,973,738,606,602
Renville County                 ,5,1,1,4,19-50,62316,29.96,846,1217,503,891,725,647,364
Renville County                 ,3,2,2,1,19-50,49728,11.95,474,771,496,710,743,455,495
Renville County                 ,6,2,1.5,4,19-50,63408,20.32,423,1485,519,891,821,729,416
Renville County                 ,3,2,1,1,19-50,41256,19.83,0,771,496,710,743,455,263
Renville County                 ,5,2,1,3,19-50,51480,24.75,0,1219,512,891,795,648,225
Renville County                 ,5,2,1.5,3,19-50,58980,18.9,423,1219,512,891,795,648,427
Renville County                 ,1,1,1,0,51+,27024,12.99,0,325,169,534,640,264,320
Renville County                 ,2,2,1,0,51+,35064,16.86,0,595,409,534,692,347,345
Renville County                 ,2,2,1.5,0,51+,35904,11.51,0,595,409,534,692,347,415
Renville County                 ,1,1,1,0,19-50,26808,12.89,0,338,138,534,640,268,316
Renville County                 ,2,2,2,0,51+,35904,8.63,0,595,409,534,692,347,415
Renville County                 ,2,2,2,0,19-50,35376,8.5,0,619,346,534,692,354,403
Renville County                 ,2,1,1,1,19-50,39900,19.18,474,498,338,710,644,371,290
Renville County                 ,4,1,1,3,19-50,59256,28.49,846,1001,496,891,713,581,410
Renville County                 ,6,2,2,4,19-50,70224,16.88,846,1485,519,891,821,729,561
Renville County                 ,2,2,1,0,19-50,34560,16.62,0,619,346,534,692,354,335
Renville County                 ,4,2,2,2,19-50,62832,15.1,846,1007,504,891,783,583,622
Renville County                 ,4,2,1.5,2,19-50,55896,17.92,423,1007,504,891,783,583,467
Renville County                 ,6,2,1,4,19-50,56208,27.02,0,1485,519,891,821,729,239
Renville County                 ,4,2,1,2,19-50,48504,23.32,0,1007,504,891,783,583,274
Renville County                 ,5,2,2,3,19-50,65844,15.83,846,1219,512,891,795,648,576
Renville County                 ,2,2,1.5,0,19-50,35376,11.34,0,619,346,534,692,354,403
Renville County                 ,3,1,1,2,19-50,55344,26.61,846,761,488,891,683,507,436
Renville County                 ,3,2,1.5,1,19-50,45552,14.6,237,771,496,710,743,455,384
Rice County                     ,2,2,1.5,0,19-50,38940,12.48,0,600,346,676,768,392,463
Rice County                     ,5,2,2,3,19-50,76152,18.31,1088,1182,512,1161,887,719,797
Rice County                     ,6,2,1,4,19-50,62004,29.81,0,1439,519,1161,917,798,333
Rice County                     ,3,2,1,1,19-50,46272,22.25,0,748,496,899,827,506,380
